TaskID	Estimate_label
3GITHABACZO46YK5HZBRFH454J82N2	neutral
3N5YJ55YXH6TB1F9UE46LZN3G70ANH	happy
3D1TUISJWJ3LC9IG3385GS3G1BYIUL	surprise
3PUV2Q8SV57P8ZTOBYQZK5VFKLJDBX	angry
3UQ1LLR26BB3N1COI1OR87JEBC0ALF	surprise
3OCZWXS7ZPA6HV07N5XA0W3SJYZ5L4	sad
3UDTAB6HH72CLMDX12O8ESG62W709H	happy
3D42WVSDH9YIJR0VCWZ9GGW1H7HFYP	neutral
3Q7TKIAPOUD1L8F02BFTY8RKWFXLDS	sad
3HRWUH63QV5W5V3SZIDPDO7HOTZ5N6	surprise
3VZYA8PITP1TKZBLYCBR2CB4G0O05Q	disgust
3L4YG5VW9OVINWR8PUH5FVJFN6VDD4	disgust
3C8QQOM6JQ4ITJVMUPG4P57XOK5LIU	surprise
3ZICQFRS32LOTY109UVZXFLLZ6EZZN	angry
3JTPR5MTZTFVXPIP25L9LWQDUYU5K1	surprise
3QREJ3J43409ZELAUS1G2LMAGOULK5	angry
38RHULDV9ZIY4D7LY3N6YGODMR9IWK	angry
3TL87MO8CNSYJSTWTHAJM8U58SDLF3	sad
36KM3FWE3SF873P4M5QO0WP076J075	fear
3SX4X51T81CBTMFLVT4J0ON86H5AOW	happy
35YHTYFL1H61FX5Q7LCP9HS7ZQFFVG	neutral
3VAOOVPI30VKJK3SFSDHHLZP5OZLL8	happy
306W7JMRYZ1DR4XXUQFJYDHE9UM8BM	neutral
386T3MLZLOYC7HUNWAIUEWLVIQP08S	surprise
37OPIVELUV6115TYRG9TGFQ7UVRAH8	angry
31KPKEKW4BGV9FSUZM245YBWQWA0BR	disgust
30Z7M1Q8UZN88US5OCFN32X8RC18AR	angry
3WJGKMRWVJC8I4LUPYMUVP1X26JDC4	surprise
3VDVA3ILIEIR7LLNBRYIKEL3B18G1R	neutral
3UQVX1UPFTK1L2SYGT9T458SWQX02P	happy
3EKTG13IZV64P2LDF4EWHYEE5TPLMA	happy
37S0QRNUFCJUP6ZQREV97BRD1O188N	happy
31MCUE39BLPNHOZ2YVC187009LMG3J	disgust
32L724R85MN8K4AKMH9B6MGHTU6IPP	angry
37M4O367VKLQNDISNHYP09IHJ3P5M6	neutral
3EPG8DX9LLTW8GF5FXQHHDCCO805P2	surprise
38Z7YZ2SB45TKGBZMUO06R6RYQSIQG	sad
3MJ28H2Y1FBENG340XD2SD7ME345OL	happy
34HEO7RUG7XEQZ71NLLNUJSDH4PAR5	surprise
338GLSUI44ELN5OMDQ7KYU800MLFSB	angry
3K3G488TR3BH8SGKFA56HI2MT4M5QT	fear
3ZG552ORAN7HE3TEJQXIPYYIQMA2VJ	happy
3QE4DGPGBSE8ZKI6Y9HKICS6NLIG44	happy
3HYV4299H1ZBY79H4HH9ZLNZCRZ8EM	fear
3XQ4XW3ODAF1MBCAPVSDEBEBRIG2SE	sad
3JMNNNO3B27UTSTJ902EB0HWXVC2WT	neutral
3K1H3NEY7M2LZG1ZRKIDLGMC0YBDGE	sad
3E9ZFLPWOZVDTDCB88JS0Z2KVTFIXD	surprise
3087LXLJ6NJLMW4A4OO0OO2H5U20F9	sad
335HHSX8CE8ZZCWABQ0V6GYDFYODHD	surprise
3Y3CZJSZ9LWHKTVKSPU6M8CRPQO5RU	sad
375VMB7D4KMZV77UH8IG6SZSFB3DI6	happy
3K3IX1W4S7UTEMRMATHYPOSYGM1APD	sad
34D9ZRXCYSXQRE7E2ALSKTX9368AST	happy
3THR0FZ95QWSP56PSKT9923J0T4LOP	happy
36MUZ9VAE75NF258LPSPLD10NIWDEX	sad
308KJXFUJS9R6EKTRAQIUYTV5PMATI	angry
3ZUE82NE0B434L9DZS1FH38ZOSE8F4	sad
3VDI8GSXAGW9IL58AC7XZO8BP7E8G3	sad
3ZLW647WAMYX2URVZGRC636ZZ2H32N	disgust
3P7QK0GJ3UOYNNYOKNMLA4BEEXG2ZJ	angry
3YZ7A3YHR6WTL8VX7EUBCIHNBS75SI	neutral
3R15W654VEWVAHJ57XLDY7YJFUMLQX	happy
3WGZLY9VCIP661VH8M6PT35ECFY8DT	sad
3FVBZG9CLKH50SVGZEC0R9EUL9F0H7	neutral
3JAOYN9IHM5MNCNE3G5HPDBR5GH33Y	disgust
3ICOHX7ENDETGI4E9D4U66HHTTN0ER	disgust
3KVQ0UJWPYOMSPC6RJ4C97K8H535WX	neutral
3SD15I2WD3XLKVAWMI3FWGNBF7J364	angry
3BFNCI9LYLT4OVO15S872UN7AI3373	surprise
35XW21VSVHH7NXYIZ1AIT7DKXI7LSM	sad
3IVEC1GSLQ21YNBOJXJLHRDJ3TPJ1Y	happy
3DWNFENNE4YIQM876F2NFPKMFDZJ4B	neutral
3TRB893CSKD5I70P07FRLOCGEN8G7O	neutral
3OPLMF3EU6QA7K6DR5TWUD3EAJZLNA	sad
3X7837UUAE1W59CLP3V2CN40B45J6W	sad
39HYCOOPKPOLRQXL2NG8YL69WKNDMM	happy
3JVP4ZJHDQV5WN605WULRLF9LMU0I0	happy
34F34TZU7X28N8TK21JZMANOVZ3J2F	neutral
3VDI8GSXAGW9IL58AC7XZO8BP7EG8B	surprise
3JMQI2OLF08R98ILEOV8B0V91AXDNM	sad
3D17ECOUOFYQD99ZGCRY1KWU7W3316	happy
3IV1AEQ4DSGJ9NV9IIS0W10RHZV8J7	angry
3W3RSPVVGTUN2AQMO65I88V8IFSLU2	happy
3VJ4PFXFJ4A66RZIRFGSZUFXO3TAU9	surprise
3W0KKJIARSCEK71R03SCXG04WOV8K6	sad
37J05LC5AYMVQIR0ZQ3GITESSQSDJI	neutral
38VTL6WC4BGQHU766KM0U45OSD35YW	angry
3IV1AEQ4DSGJ9NV9IIS0W10RHZVJ8I	happy
3E9VAUV7BXHNN0JN1GDH2FLAKR4AY7	happy
3OREP8RUT3ESKJ3FDOR7QQYCXDZGBA	happy
3421H3BM9BKJNSEJNAYEWXV215DJ97	angry
3APP19WN72HME7MKHXAZFACKJCOG6P	neutral
3MYASTQBG8ECC5VDUGNPFUQE6LKDQ9	neutral
382GHPVPHTU7586I3UA0ZI3XJGD34J	sad
3D4BBDG7ZIZA0CJXW9GIIGFLBTU3CW	happy
3EHIMLB7F82NIH0JUIPFKOKC47R8H2	angry
3QGTX7BCHQ5QMKHB26OJ8BEQY775ZN	sad
3L7SUC0TTVXRS6WRQBSDJEMQ2VE0MG	angry
35O6H0UNLTJ0M5C7KKLXKHQ0F9UJ5G	happy
3NI0WFPPIAJP33BZ3VLWUIP4CVZ60C	angry
3B9XR6P1WFY2BLTGLUCAN3QSP5GJBH	happy
3IHWR4LC7EGNECB30070K0LR4K68IV	neutral
30Y6N4AHYQZCO6AD7VCPKK0J27MDRA	angry
3XEIP58NL1Q4O9KWUT4QP0ANKX7LZR	disgust
3D1UCPY6GHC8O9TKFX0DGUJ2L2938Q	neutral
3L7SUC0TTVXRS6WRQBSDJEMQ2VEM02	disgust
3VCK0Q0PO6HXAOHR2C7DWTBQ7LO0NG	neutral
3WRAAIUSBK2YNVTDWKRFJ1E1ILAAX1	angry
3ZQX1VYFTE8XAYM6YVK54XHDGT58OQ	happy
3KTCJ4SCVH4RZVH9MUWDXJ507NKM15	happy
31S7M7DAGHT82XBXO1F83C96Z1LLTB	neutral
37J05LC5AYMVQIR0ZQ3GITESSQSJDO	angry
36FQTHX3Z4URQ7RRI9KN7W93T8UB3X	sad
3XEDXEGFX4RW2IWO5ZFX41UMDQJ0KB	sad
32PT7WK7DNIK54PBW5BT2MX3WT63DW	angry
3WPCIUYH1BBP4LN5BKHKKZ11QSJDTN	sad
3WUVMVA7OC6NSQTSX2F0GMUCQL8AZY	sad
3N7PQ0KLI6SPXA3BS0MD84FOW573EP	sad
3AXFSPQOYR1SO25WQWY66THD438JFZ	neutral
3GKAWYFRAQWRCTUYU380FP041PYDPI	angry
3M4KL7H8KWQPASWHZEPW8N8EHN561F	happy
3SD15I2WD3XLKVAWMI3FWGNBF7J637	fear
31JUPBOORO7P4DJ9L34DCGDJLO08L9	neutral
38O9DZ0A63QWZDEDIIPAD6IJ9TJ62W	sad
3CKVGCS3PH8UQ19WA8OZVNLWUKW0SS	sad
3NFWQRSHVFHIX0FVIQD39GPXCBRGFS	fear
3VGZ74AYTHJBUOVLRON21A4UFYZGCH	happy
3H5TOKO3DAM62RT0MW8Y6LFHT7F64S	neutral
37M4O367VKLQNDISNHYP09IHJ3PM5N	sad
3IYI9285WT3LLQLMZU85YNWA7QGJCO	neutral
36GJS3V78WTY221R1G4OOEHP5I8JGY	sad
3B623HUYJ5TC8QEZ5C1EO2REDI88SN	neutral
3NZ1E5QA604U4MEVWS8GMT7N74LB5N	sad
3XABXM4AJ280VAZMD8C9T2CDVUN8QY	surprise
3UYRNV2KIU2FSDMUXGKSP8H8QJ08NB	sad
306996CF6XNVG4DCV564J3U6VOGB15	surprise
3BA7SXOG1KT07BEMQN19YSMIRGP8RZ	surprise
3FI30CQHVLMQNQE91BILEZLN3ZWB63	sad
30U1YOGZGBZOPLAQMKCUAU5FO95DSY	neutral
32K26U12DOR4HDRUGFHZLHPMNDZDV3	sad
37SOB9Z0ST033GD39M9HLZ585283LC	happy
3MQY1YVHS4N25PV8E96IOM4BNUUB2M	neutral
3PKJ68EHDOZC2YW2LMM69ETQKILJHX	neutral
373L46LKP8934OXAR7P3M69ICZPJK1	happy
304QEQWKZQNFS9H33R7QBIBVXVT0OV	sad
38B7Q9C28H87ZXZC3R4PNTQXFZT69O	neutral
3Z56AA6EK53M6HI6S08USFWHFY0M63	neutral
31MCUE39BLPNHOZ2YVC187009LM3G6	happy
39XCQ6V3KZ7OYAX001R8BDLVT3A65X	happy
3FBEFUUYRL8L4G9HVXIPJO1HLHB6A3	happy
3SA4EMRVJW5XD9T4IRK50IGL70P0PC	neutral
3I7SHAD35NZ5AHWBBADMYTWDA9KM72	surprise
3VW0145YLZFYUCXDCJ2J1J1M14KJM6	sad
3R0WOCG21NC44Y2UBP7UPVN396QDUE	neutral
3S829FDFT34WL2WPGUIH92M73O7DX6	sad
3KL228NDMWPTDM79J140PTH2K78GKU	happy
3AQN9REUTGJLL7MZLQ4JSGTG5U1DYC	neutral
35JDMRECC5CQRMFZNFTXRY4X0ACGEA	angry
3KTZHH2ONJI9AV1ULF5SCTS8LTQM8P	happy
38F60IALAHKV51MBZ8TP5SHIW3A0TH	happy
306W7JMRYZ1DR4XXUQFJYDHE9UMB8P	surprise
3P4C70TRMSK4XSPR41G14TUH97DGLX	happy
3JY0Q5X05K9OB0BQTAJLR1P9DQRGGR	sad
3MDWE879UI5D59G7ZILXY9CPT04B9E	neutral
3FI30CQHVLMQNQE91BILEZLN3ZW6BY	sad
33QQ60S6ATLA5E10ZDJZAO3KFHH0U8	surprise
3ATYLI1PRU5MUFIPPZHWTNQRW4ZJOL	happy
3APP19WN72HME7MKHXAZFACKJCO6GF	disgust
341H3G5YF1HRRDVA50I7RGIZHZW0ZX	sad
32204AGAACF2BW61DG13C11ASQ4GHQ	neutral
38DCH97KHI5PFRV54C90ISLRB5HJQT	sad
3HY86PZXPZLTN7PW5W8UKB0RYLTE18	sad
3YKP7CX6G3I9RQSEKLNDKDLJYAGB72	sad
32ZCLEW0B0N4FFUQ4ZUBINVH69VJP2	disgust
3NBFJK3IOILC3DSOHTWTWAYB4CIGOE	surprise
3EAWOID6MU0AITQ043T46A53TOQ0VX	happy
3MD8CKRQZ0QPRSA5HRY0NIVW7RJJRU	sad
3N7PQ0KLI6SPXA3BS0MD84FOW57E30	happy
3YGE63DIN90NXIQ5UDY0SCOH0XS0W7	happy
35ZRNT9RUJ1B91G0MEP9DG9207D3OT	sad
3TKSOBLOHMJWT2V4X2ZTPF7FH07BBO	neutral
3CMV9YRYP44EOUFSC71416MX1ZUJL4	surprise
3L2OEKSTWAD94CQ84IT36OFFU348Y1	neutral
360ZO6N6J2M9O0K4Q7B6CPNJ5Z8M9E	surprise
36GJS3V78WTY221R1G4OOEHP5I8GJV	disgust
3PUV2Q8SV57P8ZTOBYQZK5VFKLJBDV	disgust
3UDTAB6HH72CLMDX12O8ESG62W790Q	sad
32CXT5U14H6SN363UHWE3392YFT8U3	fear
37SQU136V8RU36VKT8DFDRHX9CP11C	disgust
3M7OI89LVZR9XV6FFBEGPJR5LKW6C5	neutral
3X55NP42EPJTU1S11E2O2GESAC93PA	happy
3HJ1EVZS2PME6E8GE66D7BE7BUX3R2	sad
3BS6ERDL94AJ2NCTF79R9P9N6K86D5	sad
3ACRLU860OHU057O7T1JQND0KXKBEO	surprise
3B9XR6P1WFY2BLTGLUCAN3QSP5GBJ9	neutral
3ICOHX7ENDETGI4E9D4U66HHTTNE05	disgust
3S8APUMBJYMM6J7K24LP85Y0WYZBF6	sad
39HYCOOPKPOLRQXL2NG8YL69WKNMDV	surprise
3OREP8RUT3ESKJ3FDOR7QQYCXDZBG5	sad
3IJ95K7NDYFULSSCGEWGHLY6E2DGNZ	happy
3ZVPAMTJWO6F0QK49LDXQ53GFZ2GRN	angry
3HFWPF5AKAMQ7T8TTV6IXLJ3XWG3SQ	happy
3E6L1VR4XXPG07QP6D4HXPC8IXO6FG	neutral
3DA79LNS5AYRMTL8IVB87QFPZFU3TF	angry
3TD33TP5DM5RASQCROZXU4N9ZIMBAT	surprise
3DFYDSXB2X3H7K2MLLT5STIGEQNJUY	surprise
3BCRDCM0OEXRGTI37OVED24DQT56KI	neutral
3PEG1BH7AFUXM5ZY3FCMOIQ54UGBK8	happy
3D06DR5226MNTJU9IDP68KY3BHQMAT	neutral
3FJ2RVH2509JHWGBGPSMXG9LZUR92A	sad
33K3E8REWXYK470YZM71NA86SXA8XV	fear
3D17ECOUOFYQD99ZGCRY1KWU7W3134	surprise
309D674SH0OF37NAB2VO0ZDXZL7BCV	surprise
3JMQI2OLF08R98ILEOV8B0V91AXNDW	neutral
3A520CCNWO3PHV2W1F1NVCTU2FZEAW	fear
33NOQL7T9P29920D04VMKVOH0X88ZS	sad
3O0M2G5VC75TKAVYK3BAQV6JJ8N946	neutral
3D7VY91L660SCTZ1ORP23VI9TZBBMD	surprise
3LN3BXKGC1YK8M1Q8FN3D4BX7EHGWQ	surprise
3XT3KXP24010AYSF7LA20MP0YPG6I7	sad
344M16OZKJIW1EWLAJ6SHIDU1MYNEP	happy
3OZ4VAIBEYIHKZRMQB3AOFKZSXWJVN	neutral
3X7837UUAE1W59CLP3V2CN40B456JJ	surprise
3RIHDBQ1NF12362NOJZYP6L7OCGMH4	neutral
3NCN4N1H1HKYUBK10S42GA79YPLBND	neutral
3LVTFB9DE6LFOP54W6OXLFTBJD0GQM	sad
38B7Q9C28H87ZXZC3R4PNTQXFZT96R	neutral
3BVS8WK9Q1Y6GA9A3CRAB2BSCQRBIX	happy
3M0556243TNO7SWH5UQYZ0YUDNDNF7	neutral
3EN4YVUOUDV9OOWHQQ4SC0HK884JXQ	disgust
3TCFMTM8HFR1SRDGCCDTIAR21I312T	surprise
33BFF6QPI2EJEAP2D0GJUAMO39C3W5	neutral
3XABXM4AJ280VAZMD8C9T2CDVUNQ8G	sad
3Z8UJEJOC0G82ECUKP6RGQED58R93L	angry
3M67TQBQQIR8MZBFT4L13YSJBIJ9AH	fear
3CVDZS288I3IPABHTTBYML9U8X3MF6	sad
35NNO802AWZ8HJY762WJ2XBMTF5NIY	neutral
3JHB4BPSFLC09FIWI0INTY7OF05Q95	sad
3VMV5CHJZ9ISG5XWDAISQK4Y3KZGT0	sad
3PGQRAZX03NRNW5HIGZ8NFFG6XBSYL	angry
3TZ0XG8CBVNU3BI0W61N77MOLUJ98D	happy
335VBRURDK3BCCSR99NNZHIAWXHE9H	happy
3MDWE879UI5D59G7ZILXY9CPT049BC	happy
3EQPA8A375ZYTJWWR8SD9LXVG82JZN	sad
3R868ACW4TFO2H6VJ27AC85FOGLGZG	happy
3UXQ63NLABP86BHGOFON3I3KTULBLB	happy
37Y5RYYI0Q82NRF7DKD641874RHSXF	fear
3MYASTQBG8ECC5VDUGNPFUQE6LKQDM	happy
34O39PNDK7BJ99CTTZLJPUCJZMABR1	happy
37ZQELHEQ11UD2OYRHUBUQI3AOPNME	surprise
38EHZ67RINVO3A7C4DHG46969C3MG5	angry
351S7I5UGAZ4CUIDOKHJEYQM6UUNJA	fear
30F94FBDNSNWPOPLXOQEP9D1N77BTE	surprise
3J6BHNX0UAVZNEOV65HVFDQZLJUNK9	surprise
3RDTX9JRTZ4Q3XDHM19HT7QTAAD97Q	neutral
35JDMRECC5CQRMFZNFTXRY4X0ACEG8	angry
3VO4XFFP16PWVWU333K3F2GIKAHQ7T	disgust
3IKMEYR0LXY3YSZ2KMJBNPN1AO3K2F	sad
3QGHA0EA0K3OH5TFSTVPCTK0R1PBW4	neutral
3ACRLU860OHU057O7T1JQND0KXKEBR	happy
3VQTAXTYN4OBP14AXTGOU5Z36LEBU5	happy
3SNR5F7R93W4NDLUD3T0CAHDFN4EI0	sad
3LVTFB9DE6LFOP54W6OXLFTBJD0QGW	happy
3W5PY7V3UQAYOTMRVMQUVEOTAEYJYW	sad
34ZTTGSNJYRTOL0FGC6F6F5CYDDQHV	happy
329E6HTMSX5SJAVLOMXG6ZSTG23K3Q	surprise
3R16PJFTS4UD16EPO02ZG4KZU2ZK4B	neutral
3VIVIU06FLF2Z1D7U1HJPIMMOPVMIX	sad
371QPA24C3RVCQ7TVRXPJX0S1VGT1D	neutral
36MUZ9VAE75NF258LPSPLD10NIWEDY	angry
3MWOYZD5WWRID59A4X9OMU785O4NOT	disgust
3DA79LNS5AYRMTL8IVB87QFPZFUT35	happy
3R4QIDVOJQFS78J8HK39RVJLNUXEER	neutral
3WYZV0QBFKG365Y52YRBECY703VBXX	neutral
3XEDXEGFX4RW2IWO5ZFX41UMDQJK0V	sad
301KG0KX9DOCW2YUE1GEAX79I7ZH28	happy
3XDSWAMB23V27DPZUKSEVO8WLL8QCM	disgust
3XUY87HIVQHOVK3YFGFBHBT35YFMMD	happy
3UUIU9GZC68U088CWEZ1MND9DBLT5V	neutral
3PCPFX4U41T9AP99LMIF3UTZIY0QFX	happy
3TLFH2L6YAR21BPPEVX3OGAXT1UT2U	disgust
3YGYP13642CLAI1QWPQSGPCDGBONR2	neutral
371Q3BEXDICRSMFME21R1MOICRFSZC	happy
3KG2UQJ0MKRLYHMQJA1SBZ28KPMNQ1	sad
3W0XM68YZQYW97H61IJXI6DWIIPK1Y	happy
39I4RL8QGKKMZGDHIFZ23C472LVH44	neutral
3JTPR5MTZTFVXPIP25L9LWQDUYUK5G	angry
38F60IALAHKV51MBZ8TP5SHIW3AT0A	neutral
3FVBZG9CLKH50SVGZEC0R9EUL9FH0O	neutral
3X0EMNLXEQSD6AUKLO8ULB6B1W2VPZ	neutral
3INZSNUD81T6K6ERDEC3TZ0PWLG9DJ	neutral
3HKIF5DF6Z09WQOIF4DBZK3M9DW9GT	angry
3H4IKZHALCL0VK9Y3I9B7573FEZNNE	angry
3KG2UQJ0MKRLYHMQJA1SBZ28KPMQN4	happy
3TFJJUELSISLFUNES92DZ6AT5FUC2U	neutral
38DCH97KHI5PFRV54C90ISLRB5HQJ0	angry
35F6NGNVM9M9NCMVK7EYK7R54HGT7A	angry
3BPP3MA3TDN6DET0Y6QD4Q95WRYELE	angry
3E22YV8GG290Y5LBJXM3BUCYFT0NPA	sad
3D4BBDG7ZIZA0CJXW9GIIGFLBTUC35	sad
3EGKVCRQFXVS6AOF7UDDXQ5G29PBY3	sad
3TTPFEFXCUN0E3HV13SH0AOLYC1H6P	happy
3U74KRR67NOYQXEI0EVNG4DV4WLNTF	sad
3R15W654VEWVAHJ57XLDY7YJFUMQL2	angry
3K8CQCU3KF4QIEICVJ0Y3OKU8Q3NW5	neutral
3P7RGTLO6FGS3VU6X1CQT76ZMCVKAM	fear
3KQC8JMJGDV1HKUDI1UJT7C1OLZH3J	angry
3HEM8MA6HAFL12Y3ZPEKFO73K4NQP0	angry
3I7KR83SNBGEYCK15VYQXCVFGUDK97	surprise
3ABAOCJ4R97FGZ1Q79MSYKD8FZCMQ0	surprise
3ABAOCJ4R97FGZ1Q79MSYKD8FZCQM4	happy
3PIOQ99R7ZPDQAT70JLXL0ZXNASNU6	neutral
3EHIMLB7F82NIH0JUIPFKOKC47RH8B	angry
37ZQELHEQ11UD2OYRHUBUQI3AOPMND	happy
3HEADTGN2QVYINAZYGCJQ66Q2EQVRR	happy
3UOMW19E6E9DER61AS4BXDD5PPLC5V	angry
34XASH8KLRPUGN0B7W73YFNYA3QMP9	sad
3L1EFR8WWU83IQSN4K7THZ3A8YW9FU	neutral
3CVBMEMMXCJJI3V0KDX96OOHTNLH7O	sad
3W31J70BATZGWAR4HF8HZ2WNMFGKCO	happy
3YCT0L9OMNCXBX13BEQX6ZH92D7NSQ	happy
359AP8GAGHNS1VKKYLJ8VXR1GVGC7A	sad
3MDKGGG61RQQJC8Q1X96ETR996WT6B	angry
3OB6JN3A9RSFS0GQKOBS3ANDBLEMR1	neutral
37G6BXQPLROH4B9DQBY9LC8Z6XLEQ3	happy
3LG268AV399HGCOD3QN9Q2I42JNER4	sad
32W3UF2EZPOVI821WNL1SL7RPTQC4Q	neutral
39WSF6KUV3OEJZWXBY65W7DZRW3EOV	neutral
3SU800BH87VYT76ZGBDEPUU2SLFQUW	sad
3UZUVSO3P8YQJWBLYIRS43OUWWOEMG	fear
31ODACBENVIIEUEVR6IEATCE7OUQSG	neutral
3H781YYV6ULUWR157FS4QHJMQ4KTEW	neutral
33EEIIWHK8AY6MVZL1NJLGWL6SOVQQ	disgust
374UMBUHN6SFZTHRBOM90TJJ5S7TC3	neutral
3PEG1BH7AFUXM5ZY3FCMOIQ54UGKBH	neutral
3QQUBC64ZFH57EN25OWK57Y1HS9NXY	surprise
3NSM4HLQNSX61EZIZ2T9FTXDP09QQR	angry
3XJOUITW8VUJTURAG6N4KY80978QT5	neutral
3D5G8J4N5B7BY2NR25HEQL78QZNVT4	angry
30F94FBDNSNWPOPLXOQEP9D1N77TBW	disgust
3FDWKV9VCO578S87OI6X8LAXIKIMU5	happy
31SIZS5W5AI6DFEICHI9KJ7ILMBQRS	happy
3M7OI89LVZR9XV6FFBEGPJR5LKWC6B	neutral
37VHPF5VYD6W19P38QBE9XNWRFMC8X	happy
3SR6AEG6W6W2XNR17MN9J18EXMUYH6	happy
388FBO7JZSWU7JDCAKIMOL5AJY3NY4	angry
3K2CEDRACC4S8FTIODGN3POVZ6BMTE	neutral
3WRKFXQBOCA2TI2LD45UJD9TXZ9YIZ	surprise
3WPCIUYH1BBP4LN5BKHKKZ11QSJTD3	sad
